철도운영기관명,운영노선,역 종류,역 번호,역명(한글),역명(영어),역명(로마자),역명(일본어),역명(중국어간체),역명(중국어번체),역명(부역명),환승역 여부,환승노선명,유실물 취급여부,안전발판 유무,스크린도어 설치유무,승강장 연결여부,승강장 유형,역 위치(경도),역 위치(위도),역 주소(지번주소),역 주소(도로명 주소),역사 전화번호,신설일자,폐지일자,상행거리,하행거리,데이터 기준일자,참고사항,
서울교통공사,7호선,도시/광역철도,2720,먹골,Meokgol,,モッコル,墨谷,,,,,없음,있음,있음,,상대식,127.077719,37.610638,서울특별시 중랑구 묵동 189-5 먹골역(7호선),서울특별시 중랑구 동일로 지하901(묵동),02-6311-7181,19961130,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2721,중화,Junghwa,,チュンファ,中和,,,,,없음,있음,있음,,상대식,127.079254,37.602604,서울특별시 중랑구 중화동 50-3 중화역(7호선),서울특별시 중랑구 동일로 지하797(중화동),02-6311-7191,19961130,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2722,상봉,Sangbong,,サンボン  ,上凤,,,O,"경의중앙선, 경춘선",없음,있음,있음,,상대식,127.085708,37.595673,서울특별시 중랑구 상봉동 100-9 상봉역(7호선),서울특별시 중랑구 망우로 297(상봉동),02-6311-7201,19970701,,1,1,20251231,,
서울교통공사,7호선,도시/광역철도,2723,면목,Myeonmok,,ミョンモク,面牧,,,,,없음,있음,있음,,상대식,127.087503,37.588671,서울특별시 중랑구 면목동 282-6 면목역(7호선),서울특별시 중랑구 면목로 지하407(면목동) ,02-6311-7211,19970625,,0.8,0.8,20251231,,
서울교통공사,7호선,도시/광역철도,2724,사가정,Sagajeong,,サガジョン,四佳亭,,,,,없음,있음,있음,,상대식,127.088502,37.580912,서울특별시 중랑구 면목동 495 사가정역(7호선),서울특별시 중랑구 사가정로 지하393(면목동),02-6311-7221,19961130,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2725,용마산(용마폭포공원),Yongmasan(Yongma Falls Park),,ヨンマサン(ヨンマポクポ公園),龙马山(龙马瀑布公園),,용마폭포공원,,,없음,있음,있음,,상대식,127.086802,37.573752,서울특별시 중랑구 면목동 1316-5 용마산역(7호선),서울특별시 중랑구 용마산로 지하227(면목동),02-6311-7231,19961130,,0.8,0.8,20251231,,
서울교통공사,7호선,도시/광역철도,2726,중곡,Junggok,,チュンゴク,中谷,,,,,없음,있음,있음,,상대식,127.084291,37.565877,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),서울특별시 광진구 능동로 지하417(중곡동),02-6311-7241,19961130,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2727,군자(능동),Gunja(Neung-dong),,クンジャ,君子(陵洞),,능동,O,7호선,없음,없음,있음,,상대식,127.079484,37.557151,서울특별시 광진구 능동 275-5 군자(능동)역(7호선),서울특별시 광진구 천호대로 지하550(능동),02-6311-5441,19961130,,1.1,1.1,20251231,,
서울교통공사,7호선,도시/광역철도,2728,어린이대공원(세종대),Children's Grand Park(Sejong Univ.),,オリニ・テゴンウォン,儿童大公园(世宗大学),,세종대,,,없음,있음,있음,,상대식,127.07465,37.547962,서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),서울특별시 광진구 능동로 지하210(화양동),02-6311-7261,19961130,,1.1,1.1,20251231,,
서울교통공사,7호선,도시/광역철도,2729,건대입구,Konkuk Univ.,,コンデイック,建国大学,,,O,2호선,없음,있음,있음,,상대식,127.071103,37.540882,서울특별시 광진구 화양동 6-3 건대입구역(7호선),서울특별시 광진구 능동로 지하110(화양동),02-6311-7271,19970113,,0.8,0.8,20251231,,
서울교통공사,7호선,도시/광역철도,2730,자양(뚝섬한강공원),Jayang(Ttukseom Hangang Park),,チャヤン(トゥクソム ハンガン(漢江)公園),紫阳(纛岛汉江公园),,뚝섬한강공원,,,없음,없음,있음,,상대식,127.066714,37.531558,서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),서울특별시 광진구 능동로 10(자양동),02-6311-7281,20010228,,1,1,20251231,,
서울교통공사,7호선,도시/광역철도,2731,청담,Cheongdam,,チョンダム,清潭,,,,,없음,없음,있음,,2폼3선식,127.051851,37.519097,서울특별시 강남구 청담동 77-76 청담역(7호선),서울특별시 강남구 학동로 지하508(청담동),02-6311-7291,20010228,,2,2,20251231,,
서울교통공사,7호선,도시/광역철도,2732,강남구청,Gangnam-gu Office,,カンナムグチョン,江南区厅,,,O,분당선,없음,있음,있음,,상대식,127.04122,37.517185,서울특별시 강남구 삼성동 111-44 강남구청역(7호선),서울특별시 강남구 학동로 지하346(삼성동),02-6311-7301,20010228,,1.1,1.1,20251231,,
서울교통공사,7호선,도시/광역철도,2733,학동,Hak-dong,,ハクトン,鹤洞,,,,,없음,없음,있음,,상대식,127.031738,37.514262,서울특별시 강남구 논현동 279-67 학동역(7호선),서울특별시 강남구 학동로 지하180(논현동),02-6311-7311,20010228,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2734,논현,Nonhyeon,,ノンヒョン,论岘,,,O,신분당선,없음,없음,있음,,상대식,127.021385,37.511108,서울특별시 강남구 논현동 279-67 논현역(7호선),서울특별시 강남구 학동로 지하102(논현동),02-6311-7321,20010430,,1,1,20251231,,
서울교통공사,7호선,도시/광역철도,2735,반포,Banpo,,パンポ,盘浦,,,,,없음,없음,있음,,상대식,127.011717,37.508171,서울특별시 서초구 잠원동 103 반포역(7호선),서울특별시 서초구 신반포로 지하241(잠원동),02-6311-7331,20010430,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2736,고속터미널,Express Bus Terminal,,コソクターミナル,高速巴士客运站,,,O,"3호선, 9호선",없음,있음,있음,,상대식,127.005055,37.503387,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),서울특별시 서초구 신반포로 지하188(반포동),02-6311-7341,20010430,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2737,내방,Naebang,,ネバン,內方,,,,,없음,없음,있음,,상대식,126.993541,37.48764,서울특별시 서초구 방배동 874-16 내방역(7호선),서울특별시 서초구 서초대로 지하103(방배동),02-6311-7351,20001230,,2.2,2.2,20251231,,
서울교통공사,7호선,도시/광역철도,2738,이수,Isu,,イス,梨水,,,O,4호선,없음,있음,있음,,상대식,126.981766,37.485258,서울특별시 동작구 사당동 144-4 이수역(7호선),서울특별시 동작구 사당로 지하310(사당동),02-6311-7361,20001230,,1,1,20251231,,
서울교통공사,7호선,도시/광역철도,2739,남성,Namseong,,ナムソン,南城,,,,,없음,있음,있음,,상대식,126.971108,37.484688,서울특별시 동작구 사당동 산25-33 남성역(7호선),서울특별시 동작구 사당로 지하218(사당동),02-6311-7371,20001211,,1,1,20251231,,
서울교통공사,7호선,도시/광역철도,2740,숭실대입구(살피재),Soongsil Univ.(Salpijae),,スンシルデイック,崇实大学(赛毗岭),,살피재,,,없음,없음,있음,,상대식,126.953649,37.496258,서울특별시 동작구 상도동 514 숭실대입구역(7호선),서울특별시 동작구 상도로 지하378(상도동),02-6311-7381,20001211,,2,2,20251231,,
서울교통공사,7호선,도시/광역철도,2741,상도,Sangdo,,サンド,上道,,,,,없음,없음,있음,,상대식,126.947949,37.50279,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),서울특별시 동작구 상도로 지하272(상도1동),02-6311-7391,20001130,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2742,장승배기,Jangseungbaegi,,チャンスンベギ,长丞拜基,,,,,없음,있음,있음,,상대식,126.939025,37.504845,서울특별시 동작구 상도동 26-20 장승배기역(7호선),서울특별시 동작구 상도로 지하188(상도동) ,02-6311-7401,20001130,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2743,신대방삼거리,Sindaebangsamgeori,,シンデバンサムゴリ,新大方丁字路口,,,,,없음,없음,있음,,상대식,126.928218,37.499717,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),서울특별시 동작구 상도로 지하76(대방동),02-6311-7411,20001130,,1.2,1.2,20251231,,
서울교통공사,7호선,도시/광역철도,2744,보라매,Boramae,,ポラメ,波拉美,,,O,신림선,없음,없음,있음,,섬식,126.920112,37.499916,서울특별시 동작구 대방동 466-51 보라매역(7호선),서울특별시 동작구 상도로 지하2(대방동),02-6311-7421,20001020,,0.8,0.8,20251231,,
서울교통공사,7호선,도시/광역철도,2745,신풍,Sinpung,,シンプン,新丰,,,,,없음,있음,있음,,상대식,126.909806,37.500107,서울특별시 영등포구 신길동 3599 신풍역(7호선),서울특별시 영등포구 신풍로 지하27(신길동),02-6311-7431,20001030,,0.9,0.9,20251231,,
서울교통공사,7호선,도시/광역철도,2746,대림(구로구청),Daerim(Guro-gu Office),,テリム,大林(九老区厅),,구로구청,O,2호선,없음,없음,있음,,상대식,126.896997,37.492984,서울특별시 영등포구 대림동 1050-17 대림역(7호선),서울특별시 영등포구 도림로 지하137(대림동),02-6311-7441,20001020,,1.4,1.4,20251231,,
서울교통공사,7호선,도시/광역철도,2747,남구로,Namguro,,ナムグロ,南九老,,,,,없음,있음,있음,,상대식,126.887372,37.486181,서울특별시 구로구 구로동 801-95 남구로역(7호선),서울특별시 구로구 도림로 지하7(구로동) ,02-6311-7451,20000429,,1.1,1.1,20251231,,
서울교통공사,7호선,도시/광역철도,2748,가산디지털단지,Gasan Digital Complex,,カサン・デジタルダンジ,加山数码园区,,,O,1호선(경부선),없음,있음,있음,,상대식,126.882704,37.480376,서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),서울특별시 금천구 벚꽃로 309(가산동),02-6311-7461,20000429,,0.8,0.8,20251231,,
서울교통공사,7호선,도시/광역철도,2749,철산,Cheolsan,,チョルサン,铁山,,,,,없음,있음,있음,,상대식,126.868217,37.47616,경기도 광명시 철산동 526 철산역(7호선),경기도 광명시 철산로 지하13(철산동),02-6311-7471,20000429,,1.4,1.4,20251231,,
서울교통공사,7호선,도시/광역철도,2750,광명사거리,Gwangmyeongsageori,,クァンミョンサゴリ,光明十字路口,,,,,없음,없음,있음,,2폼3선식,126.854854,37.47927,경기도 광명시 광명동 158-211 광명사거리역(7호선),경기도 광명시 오리로 지하980(광명동),02-6311-7481,20001130,,1.3,1.3,20251231,,
서울교통공사,7호선,도시/광역철도,2751,천왕,Cheonwang,,チョヌァン,天旺,,,,,없음,있음,있음,,상대식,126.838684,37.486699,서울특별시 구로구 천왕동 14-25 천왕역(7호선),서울특별시 구로구 오리로 지하1154(천왕동),02-6311-7491,20001230,,1.7,1.7,20251231,,
서울교통공사,7호선,도시/광역철도,2752,온수(성공회대입구),Onsu(Sungkonghoe Univ.),,オンス,温水(圣公会大学),,성공회대입구,O,1호선(경인선),없음,없음,있음,,2폼3선식,126.823294,37.492059,서울특별시 구로구 온수동 119 온수역(7호선),서울특별시 구로구 경인로3길 지하64(온수동),02-6311-7501,20001130,,1.5,1.5,20251231,,
서울교통공사,8호선,도시/광역철도,2815,잠실(송파구청),Jamsil(Songpa-gu Office),,チャムシル,蚕室(松坡区厅),,송파구청,O,2호선,없음,있음,있음,,상대식,127.104267,37.514649,서울특별시 송파구 신천동 7-4 잠실역(8호선),서울특별시 송파구 올림픽로 305(신천동),02-6311-8141,19970131,,0.8,0.8,20251231,,
서울교통공사,8호선,도시/광역철도,2816,석촌,Seokchon,,ソクチョン,石村,,,O,9호선,없음,없음,있음,,상대식,127.106995,37.505396,서울특별시 송파구 석촌동 209 석촌역(8호선),서울특별시 송파구 송파대로 지하439(석촌동),02-6311-8151,19970131,,1.3,1.3,20251231,,
서울교통공사,8호선,도시/광역철도,2817,송파,Songpa,,ソンパ,松坡,,,,,없음,없음,있음,,상대식,127.11212,37.49978,서울특별시 송파구 가락동 459-4 송파역(8호선),서울특별시 송파구 송파대로 지하354(가락동),02-6311-8161,19961231,,0.9,0.9,20251231,,
서울교통공사,8호선,도시/광역철도,2818,가락시장,Garak Market,,カラク・シジャン,可乐市场,,,O,3호선,없음,없음,있음,,상대식,127.118279,37.493004,서울특별시 송파구 가락동 184-23 가락시장역(8호선),서울특별시 송파구 송파대로 지하257(가락동),02-6311-8171,19961231,,0.8,0.8,20251231,,
서울교통공사,8호선,도시/광역철도,2819,문정,Munjeong,,ムンジョン,文井,,,,,없음,없음,있음,,상대식,127.122473,37.485931,서울특별시 송파구 문정동 119-4 문정역(8호선),서울특별시 송파구 송파대로 지하179(문정동),02-6311-8181,19970130,,0.9,0.9,20251231,,
서울교통공사,8호선,도시/광역철도,2820,장지,Jangji,,チャンジ,长旨,,,,,없음,없음,있음,,상대식,127.126229,37.478609,서울특별시 송파구 장지동 201-5 장지역(8호선),서울특별시 송파구 송파대로 지하82(장지동),02-6311-8191,19970131,,0.9,0.9,20251231,,
서울교통공사,8호선,도시/광역철도,2821,복정,Bokjeong,,ポクチョン,福井,,,O,분당선,없음,없음,있음,,섬식,127.126746,37.471016,서울특별시 송파구 장지동 596-21 복정역(8호선),서울특별시 송파구 송파대로 지하6(장지동),02-6311-8201,19970131,,0.9,0.9,20251231,,
서울교통공사,8호선,도시/광역철도,2822,산성,Sanseong,,サンソン,山城,,,,,없음,있음,있음,,상대식,127.149927,37.456886,경기도 성남시 수정구 신흥동 7 산성역(8호선),경기도 성남시 수정구 수정로 지하365(신흥동),02-6311-8221,19970131,,1.3,1.3,20251231,,
서울교통공사,8호선,도시/광역철도,2823,남한산성입구(성남법원•검찰청),Namhansanseong(Seongnam Court & Prosecutors' Office),,ナムハンサンソンイック,南汉山城(城南法院·检察厅),,성남법원•검찰청,,,없음,없음,있음,,상대식,127.159845,37.451568,경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),경기도 성남시 수정구 산성대로 지하445(단대동),02-6311-8231,19970131,,1.3,1.3,20251231,,
서울교통공사,8호선,도시/광역철도,2824,단대오거리,Dandaeogeori,,タンデオゴリ,丹垈五岔路口,,,,,없음,있음,있음,,상대식,127.156735,37.445057,경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),경기도 성남시 수정구 산성대로 지하365(신흥동),02-6311-8241,19970131,,0.8,0.8,20251231,,
서울교통공사,8호선,도시/광역철도,2825,신흥,Sinheung,,シンフン,新兴,,,,,없음,없음,있음,,상대식,127.14759,37.440952,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),경기도 성남시 수정구 산성대로 지하280(신흥동),02-6311-8251,19970131,,0.8,0.8,20251231,,
서울교통공사,8호선,도시/광역철도,2826,수진,Sujin,,スジン,寿进,,,,,없음,없음,있음,,상대식,127.140936,37.437575,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),경기도 성남시 수정구 산성대로 지하200(수진동),02-6311-8261,19970131,,0.8,0.8,20251231,,
서울교통공사,8호선,도시/광역철도,2827,모란,Moran,,モラン,牡丹,,,O,분당선,없음,있음,있음,,상대식,127.129921,37.433888,경기도 성남시 수정구 수진동 4518 모란역(8호선),경기도 성남시 수정구 산성대로 지하100(수진동),02-6311-8271,19970131,,1,1,20251231,,
서울교통공사,8호선,도시/광역철도,2828,남위례,Namwirye ,,ナムィレ,南慰礼,,,,,없음,없음,있음,,상대식,127.139047,37.462839,경기도 성남시 수정구 복정동 57 남위례역(8호선),경기도 성남시 수정구 공원로 601(복정동),02-6311-8211,20211218,,1.4,1.4,20251231,,
남양주도시공사,8호선,도시/광역철도,2804,별내역,Byeollae,Byeollae,ピョルネ,別內 ,別內 ,,가능,경춘선,있음,없음,있음,없음,상대식,127.1273,37.64217,경기도 남양주시 별내동 182-5,경기도 남양주시 경춘북로 375(별내동),02-6311-8041,20240810,,,3.1,20250530,,
남양주도시공사,8호선,도시/광역철도,2805,다산역,Dasan ,Dasan , タサン,茶山,茶山,,불가능,,없음,없음,있음,없음,상대식,127.1498,37.62437,경기도 남양주시 다산동 5841-2,경기도 남양주 다산중앙로 123번길(다산동),02-6311-8051,20240810,,3.1,1.8,20250530,,
구리도시공사,8호선,도시/광역철도,2806,동구릉,Donggureung,,トングルン,东九陵,,,불가능,,있음,없음,있음,없음,상대식,127.135056,37.610556,인창동 679-8 일원(구리도매시장),,031-579-4087~8,20240810,,1.77,2.575,20240812,,
구리도시공사,8호선,도시/광역철도,2807,구리(구리전통시장),"Guri
(Guri Traditional Market)",,"クリ
(クリジョントンシジャン)","九里
(九里传统市场)",,구리전통시장,가능,경의중앙선,없음,없음,있음,없음,상대식,127.14073,37.60256,인창동 675-1 일원(구리역공원),,031-579-4083~5,20240810,,2.575,2.38,20240812,,
구리도시공사,8호선,도시/광역철도,2808,장자호수공원,Jangja Lake Park,,チャンジャホスゴンウォン,长者湖水公园,,,불가능,,없음,없음,있음,없음,상대식,127.13793,37.587222,수택동 870-3 일원(장자2사거리),,031-579-4080~1,20240810,,2.38,3.8,20240812,,
서울교통공사,9호선,도시/광역철도,0926,언주,Eonju,Eonju,オンジュ,彦州,彦州,,불가능,,없음,없음,있음,있음,상대식,127.033903,37.507323,서울특별시 강남구 논현동 279-165,서울특별시 강남구 봉은사로 지하201,02-2656-0926,20150328,,0.8,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0927,선정릉,Seonjeongneung,Seonjeongneung,ソンジョンヌン,宣靖陵,宣靖陵,,가능,수인분당선,없음,없음,있음,있음,상대식,127.0439,37.510278,서울특별시 강남구 역삼동 111-114,서울특별시 강남구 선릉로 지하580,02-2656-0927,20150328,,0.8,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0928,삼성중앙, Samsung Jungang, Samsung Jungang,サムソン チュンアン  ,三成中央,三成中央,,불가능,,없음,있음,있음,있음,상대식,127.053028,37.512936,서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 지하 501,02-2656-0928,20150328,,0.8,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0929,봉은사,Bongeunsa,Bongeunsa,ポンウンサ,奉恩寺,奉恩寺,,불가능,,없음,없음,있음,있음,상대식,127.060266,37.514221,서울특별시 강남구 삼성동 172,서울특별시 강남구 봉은사로 지하 601,02-2656-0929,20150328,,1.3,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0930,종합운동장,Sports Complex,Sports Complex,チョンハブンドンジャン,综合运动场,綜合運動場,,가능,2호선,있음,없음,있음,있음,상대식,127.076229,37.511536,서울특별시 송파구 잠실동 123,서울특별시 송파구 올림픽로 49,02-2656-0930,20150328,,1.4,1.3,20250516,,
서울교통공사,9호선,도시/광역철도,0931,삼전,Samjeon,Samjeon,サムジョン,三田,三田,,불가능,,없음,없음,있음,있음,상대식,127.087621,37.504649,서울특별시 송파구 잠실동 347,서울특별시 송파구 백제고분로 지하189(잠실동 347),02-2656-0931,20181201,,0.8,1.4,20250516,,
서울교통공사,9호선,도시/광역철도,0932,석촌고분,Seokchon Gobun,Seokchon Gobun,ソクチョンこふん,石村古坟,石村古坟,한솔병원,불가능,,없음,없음,있음,있음,섬식,127.096745,37.502678,서울특별시 송파구 삼전동 157-1,서울특별시 송파구 송파대로 지하274(삼전동),02-2656-0932,20181201,,1,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0933,석촌(한솔병원),Seokchon,Seokchon,ソクチョン,石村,石村,,가능,8호선,없음,없음,있음,있음,섬식,127.106995,37.505396,서울특별시 송파구 석촌동 209 석촌역(9호선),서울특별시 송파구 송파대로 지하439(석촌동),02-2656-0933,20181201,,0.8,1,20250516,,
서울교통공사,9호선,도시/광역철도,0934,송파나루,Songpanaru,Songpanaru,松坡ナル,松坡渡口,松坡나루('나루'가 번체는 한자가 없음),,불가능,,없음,없음,있음,있음,섬식,127.1118707,37.5102336,서울특별시 송파구 송파동 3,서울특별시 송파구 백제고분로 지하 446,02-2656-0934,20181201,,0.8,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0935,한성백제,Hanseong Baekje,Hanseong Baekje,ハンソンベクチェ,汉城百济,-,,불가능,,없음,있음,있음,있음,섬식,127.1183454,37.51201198,서울특별시 송파구 방이동 88-17,서울특별시 송파구 위례성대로 지하29,02-2656-0935,20181201,,1.4,0.8,20250516,,
서울교통공사,9호선,도시/광역철도,0936,올림픽공원(한국체대),Olympic Park(Korea National Sport University),Olympic park(Hangukchedae),オリソピックゴソウォソ,奥林匹克公园(韩国体育大学),奧林匹克公園(韓國體育大學),한국체대,가능,5호선,없음,없음,있음,있음,섬식,127.1306001,37.51608765,서울특별시 송파구 방이동 88-26,서울 송파구 양재대로 1233,02-2656-0936,20181201,,1,1.4,20250516,,
서울교통공사,9호선,도시/광역철도,0937,둔촌오륜,Dunchon Oryun Station,Dunchon Oryun Station,トウンチヨノリユン ,遁村五輪,遁村五輪,,불가능,,없음,없음,있음,있음,섬식,127.138661,37.519342,서울특별시 강동구 둔촌동 227-7,서울특별시 강동구 강동대로 303,02-2656-0937,20181201,,1.7,1,20250516,,
서울교통공사,9호선,도시/광역철도,0938,중앙보훈병원,VHS Medical Center,Jungangbohun Hospital,チュンアンボフンビョンウォン,中央報勳病院,中央報勳病院,,불가능,,없음,없음,있음,없음,상대식,127.148364,37.528359,서울특별시 강동구 둔촌동 6-3,서울특별시 강동구 동남로 지하 625,02-2656-0938,20181201,,-,1.7,20250516,,
서울시메트로9호선㈜,9호선,도시/광역철도,0901,개화,Gaehwa,,ケファ,开花,,,불가능,,없음,없음,있음,있음,섬식,126.798153,37.578608,,서울시 강서구 개화동로8길 38,02-2656-0901,20090724,,-,3.6,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0902,김포공항,Gimpo Int'l Airport,,キンポゴンハン,金浦机场,,,가능,"5호선, 공항철도, 김포골드라인, 서해선",없음,없음,있음,있음,섬식,126.801058,37.562434,,서울시 강서구 하늘길 지하77,02-2656-0902,20090724,,3.6,0.8,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0903,공항시장,Airport Market,,コンハンシジャン,空港市场,,,불가능,,없음,있음,있음,있음,상대식,126.810678,37.563726,,서울시 강서구 방화동로 지하30,02-2656-0903,20090724,,0.8,0.8,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0904,신방화역,Sinbanghwa Station,,シンバンファ,新傍花,,,불가능,,없음,있음,있음,없음,상대식,126.816601,37.567532,,서울특별시 강서구 방화대로 301,02-2656-0904,20090724,,0.8,0.9,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0905,마곡나루(서울식물원),Magongnaru(Seoul Botanic Park),,マゴンナル(ソウル植物園),麻谷渡口(首尔植物园),,서울식물원,가능,공항철도,없음,있음,있음,있음, 쌍섬식(2폼4선식),126.829497,37.567336,,서울시 강서구 마곡중앙5로 지하2,02-2656-0905,20140524,,0.9,1.4,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0906,양천향교,Yangcheon Hyanggyo,,ヤンチョンヒャンギョ,阳川乡校,,,불가능,,없음,없음,있음,있음,상대식,126.841333,37.568381,,서울시 강서구 양천로 지하341,02-2656-0906,20090724,,1.4,1.3,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0907,가양,Gayang,,カヤン,加阳,,부민병원,불가능,,없음,없음,있음,있음, 쌍섬식(2폼4선식),126.854456,37.561391,,서울시 강서구 양천로 지하485,02-2656-0907,20090724,,1.3,0.7,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0908,증미,Jeungmi,,チュンミ,曾米,,서울고든병원,불가능,,없음,없음,있음,있음,상대식,126.861939,37.557402,,서울시 강서구 양천로 지하560,02-2656-0908,20090724,,0.7,1,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0909,등촌,Deungchon,,トゥンチョン,登村,,강서대학교,불가능,,없음,있음,있음,있음,상대식,126.865689,37.550632,,서울시 강서구 공항대로 지하529,02-2656-0909,20090724,,1,0.9,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0910,염창,Yeomchang,,ヨムチャン,盐仓,,,불가능,,없음,있음,있음,있음,상대식,126.874916,37.546936,,서울시 강서구 공항대로 지하631,02-2656-0910,20090724,,0.9,0.9,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0911,신목동,Sinmokdong,,シンモクトン,新木洞,,,불가능,,없음,있음,있음,있음,상대식,126.88308,37.544277,,서울시 양천구 목동중앙로 지하217,02-2656-0911,20090724,,0.9,1.2,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0912,선유도,Seonyudo,,ソニュド,仙游岛,,,불가능,,없음,없음,있음,있음,상대식,126.893525,37.53802,,서울시 영등포구 양평로 지하124,02-2656-0912,20090724,,1.2,1,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0913,당산,Dangsan,,タンサン,堂山,,,가능,2호선,없음,없음,있음,있음,섬식,126.902281,37.53438,,서울시 영등포구 양평로 40,02-2656-0913,20090724,,1,1.5,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0914,국회의사당,National Assembly,,ククェウィサダン,国会议事堂,,KDB 산업은행,불가능,,없음,있음,있음,있음,섬식,126.917874,37.528105,,서울시 영등포구 국회대로 758,02-2656-0914,20090724,,1.5,0.9,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0915,여의도,Yeouido,,ヨイド,汝矣岛,,신한투자증권,가능,5호선,없음,없음,있음,있음,상대식,126.924191,37.521624,,서울시 영등포구 여의나루로 40 여의도역,02-2656-0915,20090724,,0.9,0.8,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0916,샛강,Saetgang,,セッカン,赛江,,KB금융타운,가능,신림선,없음,없음,있음,있음,상대식,126.928422,37.517274,,서울시 영등포구 의사당대로 지하166,02-2656-0916,20090724,,0.8,1.2,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0917,노량진,Noryangjin,,ノリャンジン,鹭梁津,,,가능,1호선,없음,없음,있음,있음,상대식,126.942454,37.514219,,서울시 동작구 노량진로 지하130,02-2656-0917,20090724,,1.2,1.1,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0918,노들,Nodeul,,ノドゥル,鹭得,,,불가능,,없음,없음,있음,있음,상대식,126.953222,37.512887,,서울시 동작구 노량진로 지하238(본동),02-2656-0918,20090724,,1.1,1.1,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0919,흑석(중앙대입구),Heukseok(Chung-Ang Univ.),,フッソク(中央大学入口),黑石(中央大入口),,중앙대입구,불가능,,없음,있음,있음,있음,상대식,126.963708,37.50877,,서울시 동작구 현충로 지하90(흑석동),02-2656-0919,20090724,,1.1,1.4,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0920,동작(현충원),Dongjak(Seoul National Cemetery),,トンジャク(顕忠院),銅雀(顯忠院),,현충원,가능,4호선,있음,있음,있음,있음, 쌍섬식(2폼4선식),126.979306,37.502971,,서울시 동작구 현충로 지하220(동작동),02-2656-0920,20090724,,1.4,1,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0921,구반포,Gubanpo,,クバンポ,旧盘浦,,,불가능,,없음,없음,있음,있음,상대식,126.987332,37.501364,,서울시 서초구 신반포로 지하17,02-2656-0921,20090724,,1,0.7,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0922,신반포,Sinbanpo,,シンバンポ,新盘浦,,,불가능,,없음,없음,있음,있음,상대식,126.995925,37.503415,,서울시 서초구 신반포로 지하105,02-2656-0922,20090724,,0.7,0.8,20250612,,
서울시메트로9호선㈜,9호선,도시/광역철도,0923,고속터미널,Express Bus Terminal,,コソクターミナル,高速巴士客运站,,,가능,"3호선, 7호선",없음,없음,있음,있음,상대식,127.004943,37.50481,,서울시 서초구 신반포로 지하188,02-2656-0923,20090724,,0.8,1.1,20250612,,
